geoid,aland,awater,lat,lon,name,land_acre
40131125021,616043,0,33.4695053,-112.1992196,Maryvale,152.2273055
40131125022,351193,0,33.4679159,-112.1909114,Maryvale,86.78154627
40131125031,631837,0,33.4767598,-112.2076365,Maryvale,156.1300819
40131125032,658085,0,33.4695101,-112.2076238,Maryvale,162.6160939
40131125033,656248,0,33.4765951,-112.2163114,Maryvale,162.162162
40131125041,1111290,0,33.4764821,-112.1952395,Maryvale,274.6053155
40131125042,152976,0,33.4791421,-112.1918778,Maryvale,37.80113448
40131125051,294710,0,33.4642943,-112.1907691,Maryvale,72.82431455
40131125081,1945048,0,33.4570499,-112.2121093,Estrella,480.631086
40131035013,669040,0,33.6155415,-112.0173702,Paradise Valley,165.3231292
40131036122,590285,0,33.6291087,-112.0695339,North Mountain,145.8623749
40131039002,420608,0,33.5982322,-112.1054889,North Mountain,103.9343398
40131036151,6174276,0,33.5929681,-112.080164,North Mountain,1525.694471
40131064002,717304,9693,33.531409,-112.0455354,Camelback East,177.2494049
40131052002,672859,10200,33.556912,-112.0629649,North Mountain,166.2668232
40131036091,743433,0,33.6150316,-112.112044,North Mountain,183.7060115
40131033022,755128,0,33.6168596,-111.9996635,Paradise Valley,186.5959044
40131049001,640434,0,33.5935074,-112.0001282,Paradise Valley,158.2544436
40131036071,544703,0,33.6230313,-112.0347363,Paradise Valley,134.5988348
40131107021,1127329,4543,33.4920757,-112.0372708,Camelback East,278.5686325
40131084005,320529,0,33.4986291,-112.0237349,Camelback East,79.20431855
40131107022,650897,6999,33.4830477,-112.0350104,Camelback East,160.8399032
40131093001,1856603,0,33.5026473,-112.1581347,Maryvale,458.7758843
40131167021,539390,0,33.3669276,-112.0695867,South Mountain,133.285966
40131167123,1169101,0,33.2946204,-111.9885738,Ahwatukee Foothills,288.8907026
40131079002,2056203,0,33.5182571,-111.9848332,Camelback East,508.0980423
40131079001,5230948,2761,33.5100889,-111.960264,Camelback East,1292.593406
40131048024,581022,0,33.5935332,-112.0313235,Paradise Valley,143.5734413
40131167202,423535,0,33.317018,-111.9948258,Ahwatukee Foothills,104.6576162
40131155002,1296361,0,33.3957269,-112.1422553,Laveen,320.3372849
40131162022,411215,0,33.3902332,-111.9822764,South Mountain,101.6132826
40131035011,636123,0,33.6225401,-112.02688,Paradise Valley,157.1891739
40131032093,3190158,4518,33.587699,-111.957682,Paradise Valley,788.3039926
40131071021,337882,0,33.5113736,-112.1469397,Alhambra,83.49233161
40131036081,2059042,0,33.6331644,-112.106917,Deer Valley,508.7995734
40131032161,647549,0,33.6368909,-111.9646308,Paradise Valley,160.0125956
40131032172,936281,0,33.6311931,-111.9472703,Paradise Valley,231.3597165
40131033041,392900,0,33.6374147,-112.0171581,Paradise Valley,97.0875545
40131111003,1184202,9307,33.4890357,-111.9719577,Camelback East,292.6222352
40131032072,1792119,0,33.6031806,-111.9328044,Paradise Valley,442.8415655
40136133005,424206,0,33.7244177,-111.9916294,Desert View,104.8234236
40136133004,691690,0,33.7230443,-111.9838087,Desert View,170.9200575
40131152001,195621,6817,33.4094651,-111.9810597,South Mountain,48.33892721
40131135011,570496,0,33.4601791,-112.0219788,Central City,140.9724141
40131129003,330034,0,33.4538068,-112.0883249,Central City,81.55305157
40131115023,187067,0,33.4690972,-112.0148963,Camelback East,46.22519104
40131112031,408181,0,33.4534134,-111.9746086,Camelback East,100.863566
40131110005,876868,0,33.4885336,-111.9812863,Camelback East,216.6784671
40131110003,645252,0,33.4840285,-111.9912334,Camelback East,159.4449955
40131109011,664425,0,33.4915372,-112.0085759,Camelback East,164.1827396
40131108022,811974,0,33.4836476,-112.0245617,Camelback East,200.6428353
40131108021,494683,0,33.4847633,-112.0165288,Camelback East,122.2386427
40131106001,213891,0,33.4887152,-112.0605522,Encanto,52.85353556
40131105022,653339,0,33.4838713,-112.0694237,Encanto,161.4433336
40131105021,656778,0,33.4911538,-112.0694162,Encanto,162.2931277
40131105013,698249,0,33.4839477,-112.0784378,Encanto,172.5408191
40131105012,385146,0,33.4912636,-112.0807609,Encanto,95.17150233
40131105011,331242,0,33.491181,-112.0759903,Encanto,81.85155441
40131092002,456850,0,33.5017728,-112.1362572,Alhambra,112.8899193
40131073003,449898,0,33.513174,-112.1092542,Alhambra,111.1720453
40131063002,723393,15979,33.5423277,-112.0525558,Camelback East,178.7540273
40131045011,645166,23704,33.5681853,-112.091831,North Mountain,159.4237444
40131036093,788273,2061,33.617596,-112.103418,North Mountain,194.7861997
40131166032,3710219,0,33.3858851,-112.1992335,Laveen,916.813666
40131166031,2822214,0,33.3834224,-112.217892,Laveen,697.3831905
40131162053,162766,0,33.3800267,-111.9848889,South Mountain,40.22029243
40131162033,2809655,0,33.3856605,-112.0214399,South Mountain,694.2797988
40136133001,21697500,4670,33.7240713,-111.9484242,Desert View,5361.560738
40136128001,2193743,0,33.7467963,-111.9875678,Desert View,542.084864
40136127002,1379714,6787,33.7615028,-111.9833961,Desert View,340.934228
40136126001,666212,0,33.7633357,-111.9893706,Desert View,164.6243163
40136118004,603673,0,33.7094156,-112.1392603,Deer Valley,149.1706167
40136118002,641026,0,33.7091071,-112.1479748,Deer Valley,158.4007297
40131170003,541305,0,33.4840184,-112.1092501,Encanto,133.759172
40131170002,570060,9252,33.4886581,-112.1119801,Encanto,140.8646763
40131169001,3171279,20007,33.4884085,-112.1233562,Alhambra,783.6388973
40131168002,2602838,0,33.4732449,-112.1084986,Encanto,643.174284
40131168001,2623542,0,33.458521,-112.1087067,Central City,648.2903459
40131138012,1248874,0,33.4478223,-112.0215421,Central City,308.6030098
40131135021,638472,0,33.4549334,-112.0171819,Central City,157.7696236
40131135012,709628,4098,33.4641748,-112.0210577,Central City,175.3526269
40131125092,3729373,0,33.4635125,-112.227911,Estrella,921.5467152
40131109022,808368,0,33.4888392,-111.9984497,Camelback East,199.7517746
40131109021,513364,0,33.4861814,-112.002024,Camelback East,126.8548112
40131109012,663783,0,33.4841678,-112.0085609,Camelback East,164.0240982
40131108013,325570,0,33.4915282,-112.0151124,Camelback East,80.44997485
40131072012,444513,0,33.5136278,-112.120131,Alhambra,109.8413849
40131126023,267126,0,33.460182,-112.1475221,Estrella,66.00817023
40131122012,510584,0,33.4688118,-112.1388095,Maryvale,126.1678593
40131121002,646204,0,33.4695547,-112.1301011,Maryvale,159.6802394
40131126011,183372,0,33.4647077,-112.1481577,Maryvale,45.31213806
40131126021,637019,0,33.4576874,-112.1375764,Estrella,157.41058
40131121001,1620560,0,33.4757349,-112.1248914,Maryvale,400.4484788
40131123022,295134,0,33.4767737,-112.1633352,Maryvale,72.92908707
40131123012,444696,0,33.4690889,-112.1657484,Maryvale,109.8866051
40131162052,468692,0,33.3823884,-111.9815082,South Mountain,115.8161367
40131162043,257751,0,33.3963249,-111.9800552,South Mountain,63.69156086
40131162023,378714,0,33.385715,-111.9870395,South Mountain,93.58212297
40131162021,424791,0,33.3897154,-111.9897236,South Mountain,104.9679801
40131162042,341545,0,33.3962636,-111.9841546,South Mountain,84.39747723
40131162024,231877,0,33.3882663,-111.9933618,South Mountain,57.29796609
40131162031,2582566,0,33.3998885,-112.0040408,South Mountain,638.1649714
40131167025,353924,0,33.3608156,-112.0768765,South Mountain,87.45639002
40131036142,884392,0,33.6051013,-112.0748473,North Mountain,218.5376852
40131036141,1308927,0,33.6052993,-112.0925928,North Mountain,323.4424063
40131036152,501003,0,33.5895132,-112.0954337,North Mountain,123.8003463
40131107012,642328,5313,33.4833045,-112.0433448,Encanto,158.7224604
40131061005,189296,0,33.5403562,-112.0936733,Alhambra,46.77598808
40131061002,627967,0,33.5494184,-112.0954302,Alhambra,155.1737855
40131036054,749629,0,33.6213807,-112.0694385,North Mountain,185.237074
40131054002,768740,0,33.5643383,-112.0942588,North Mountain,189.9594977
40131158021,647574,0,33.4030826,-112.0776925,South Mountain,160.0187733
40131153002,2315078,32883,33.4122553,-112.0581143,South Mountain,572.0673492
40131167042,2537027,0,33.3736162,-112.0187253,South Mountain,626.9120568
40131110001,180065,0,33.4932405,-111.9930621,Camelback East,44.49496183
40131113005,321922,0,33.4711769,-111.9913073,Camelback East,79.54853581
40131082001,423256,7533,33.5053015,-111.9931881,Camelback East,104.5886739
40131082002,488979,8535,33.4979921,-111.9831729,Camelback East,120.8291558
40131034003,579386,0,33.6048448,-111.9989122,Paradise Valley,143.1691775
40131112013,632654,0,33.4691887,-111.9739509,Camelback East,156.3319667
40131115024,405907,6018,33.4703371,-112.0188673,Camelback East,100.3016492
40131167291,625801,0,33.3074935,-112.0352582,Ahwatukee Foothills,154.6385561
40131112041,6696894,92968,33.4586571,-111.9551045,Camelback East,1654.835992
40131155001,1313503,0,33.4030572,-112.1423311,Laveen,324.5731588
40131166021,1286027,0,33.3886159,-112.0905364,South Mountain,317.7837018
40131032121,890208,0,33.6207621,-111.9642024,Paradise Valley,219.9748478
40131048025,380586,0,33.5845481,-112.0175863,Paradise Valley,94.04470353
40131091022,633943,0,33.4985792,-112.1213035,Alhambra,156.650485
40131091021,299151,0,33.4987785,-112.1322281,Alhambra,73.92170786
40131091012,507880,0,33.5052953,-112.1206606,Alhambra,125.4996874
40131091011,778124,0,33.5061557,-112.1288123,Alhambra,192.278331
40131090032,395778,9908,33.4976569,-112.1048297,Alhambra,97.79872269
40131090022,466668,0,33.5058416,-112.1093871,Alhambra,115.3159961
40131090012,312047,0,33.4986146,-112.1149418,Alhambra,77.10837394
40131090011,338495,0,33.5058915,-112.1147474,Alhambra,83.64380698
40131086023,353107,5149,33.5046868,-112.0622874,Camelback East,87.25450524
40131085023,325279,0,33.5002218,-112.0345398,Camelback East,80.3780673
40131085021,322252,0,33.4966066,-112.0345565,Camelback East,79.63008046
40131085012,761270,0,33.5021454,-112.0414373,Camelback East,188.1136234
40131085011,534408,0,33.501749,-112.0457691,Camelback East,132.0548888
40131084001,90769,0,33.4959533,-112.0187833,Camelback East,22.42947375
40131083012,676332,0,33.5062645,-112.0085648,Camelback East,167.1250189
40131167092,757291,0,33.3532873,-111.9756099,Ahwatukee Foothills,187.1303926
40131167091,425407,0,33.3603872,-111.9723564,Ahwatukee Foothills,105.1201967
40131147032,1297113,0,33.4260087,-112.1258593,Estrella,320.5231079
40131147031,1296144,0,33.4332564,-112.1259049,Estrella,320.2836631
40136118001,734711,0,33.7020633,-112.1473341,Deer Valley,181.5507617
40136117004,1304093,0,33.7054057,-112.1566466,Deer Valley,322.2479008
40131032092,628451,69339,33.5851602,-111.9748692,Paradise Valley,155.2933844
40131137005,369762,0,33.4613542,-111.9806185,Camelback East,91.37003901
40131133003,548424,0,33.4550026,-112.0338338,Central City,135.5183125
40131108012,324256,0,33.4914446,-112.0194259,Camelback East,80.12527888
40131108011,646829,0,33.4912959,-112.0258812,Camelback East,159.83468
40131091023,348219,0,33.4983796,-112.1279417,Alhambra,86.046656
40131083022,667538,0,33.4988415,-111.9997847,Camelback East,164.9519775
40131083021,666028,0,33.4988824,-112.0085793,Camelback East,164.5788489
40131083013,668384,0,33.5062049,-111.9997405,Camelback East,165.1610283
40131076022,653401,0,33.5128447,-112.0518834,Camelback East,161.4586541
40131076013,655775,0,33.5128536,-112.060623,Camelback East,162.0452814
40131167022,754583,0,33.3668402,-112.0782428,South Mountain,186.4612322
40131162032,2566645,0,33.3853023,-112.0040867,South Mountain,634.2308127
40131163001,625401,0,33.3895502,-112.0344003,South Mountain,154.5397141
40131161002,1441374,0,33.3976377,-112.0222811,South Mountain,356.1707223
40131163003,1367904,0,33.3816469,-112.0385041,South Mountain,338.0159179
40131163002,694477,0,33.3889372,-112.0430116,South Mountain,171.6087391
40131164003,1298376,0,33.3813688,-112.055966,South Mountain,320.8352015
40131164002,569264,0,33.3886597,-112.0608728,South Mountain,140.6679807
40131159002,1288587,0,33.3960108,-112.0560808,South Mountain,318.4162906
40131161003,326381,0,33.4051102,-112.0255053,South Mountain,80.65037701
40131158012,655283,0,33.3959184,-112.0689812,South Mountain,161.9237057
40131158011,644411,0,33.4031486,-112.0689695,South Mountain,159.2371802
40131160002,1195611,0,33.3963027,-112.0387437,South Mountain,295.4414562
40131160001,573682,0,33.4032525,-112.0337116,South Mountain,141.7596906
40131165003,1291567,0,33.3850002,-112.0689661,South Mountain,319.1526635
40131165002,646734,0,33.3813714,-112.0775899,South Mountain,159.8112051
40131167212,1607025,0,33.3095355,-112.00992,Ahwatukee Foothills,397.1039126
40131162051,509350,0,33.3809848,-111.9911125,South Mountain,125.8629318
40131160003,710869,0,33.4032406,-112.042376,South Mountain,175.6592842
40131167201,612391,0,33.3202883,-112.0003143,Ahwatukee Foothills,151.3248781
40131032094,1872340,47058,33.5774094,-111.9573438,Paradise Valley,462.6645757
40131110004,459591,0,33.485324,-111.9848339,Camelback East,113.5672341
40131110002,462570,0,33.4906111,-111.9904766,Camelback East,114.3033599
40131112012,569038,0,33.4766223,-111.974195,Camelback East,140.612135
40131137003,928505,0,33.457221,-111.983642,Camelback East,229.438228
40131154002,1178489,81509,33.413075,-112.0755702,South Mountain,291.2105243
40131167031,1280477,0,33.3705298,-112.0616703,South Mountain,316.4122691
40131152002,1626292,34088,33.4099795,-112.019348,South Mountain,401.8648847
40131167134,574063,0,33.298293,-112.0089427,Ahwatukee Foothills,141.8538376
40131167071,594047,0,33.3468181,-111.9935405,Ahwatukee Foothills,146.7919839
40131048022,584750,0,33.5937168,-112.0230227,Paradise Valley,144.4946488
40131033052,485228,0,33.6369225,-112.0232484,Paradise Valley,119.9022649
40131167152,397721,0,33.3514469,-111.9845165,Ahwatukee Foothills,98.27884771
40136195003,1295419,0,33.6441848,-112.0221818,Paradise Valley,320.104512
40136189002,642239,0,33.6511589,-112.0698664,Deer Valley,158.7004681
40136189001,643259,0,33.6439002,-112.06985,Deer Valley,158.9525152
40136186002,383543,0,33.6505366,-112.1020638,Deer Valley,94.77539302
40136184002,838359,741,33.6513994,-112.1190973,Deer Valley,207.1627007
40136184001,649686,0,33.6510217,-112.130127,Deer Valley,160.540659
40136183002,700167,0,33.6434429,-112.1387691,Deer Valley,173.0147665
40136182002,643599,0,33.6509356,-112.147595,Deer Valley,159.0365309
40131083011,929234,17674,33.512422,-112.0049463,Camelback East,229.6183676
40131080001,1748893,11061,33.4974498,-111.9683272,Camelback East,432.1602048
40131079003,655073,1758,33.5125458,-111.9907091,Camelback East,161.8718137
40131076021,651216,0,33.5201051,-112.0518634,Camelback East,160.9187297
40131076012,326481,0,33.5219265,-112.060609,Camelback East,80.67508751
40131076011,328240,0,33.5183047,-112.06061,Camelback East,81.1097452
40131075001,653277,0,33.5128883,-112.0693709,Alhambra,161.4280131
40131068023,321655,0,33.5277435,-112.1018173,Alhambra,79.48255878
40131068022,534789,0,33.5273231,-112.1083533,Alhambra,132.1490358
40131068021,1022577,0,33.5346457,-112.1059317,Alhambra,252.6838896
40131068013,174157,0,33.5258622,-112.1145402,Alhambra,43.03506549
40131068012,265546,0,33.5303903,-112.1145473,Alhambra,65.61774433
40131068011,263280,0,33.5358654,-112.1145572,Alhambra,65.0578044
40131067032,765998,6635,33.5267209,-112.0882144,Alhambra,189.2819358
40131138021,13477509,71397,33.4294623,-112.0138543,Central City,3330.359861
40131138011,4058889,23061,33.4468519,-111.9848823,Camelback East,1002.971766
40131137001,271289,0,33.4604417,-111.991013,Camelback East,67.03686835
40131136012,425319,3755,33.4631718,-112.0074567,Camelback East,105.0984515
40131125142,15682441,48791,33.4177778,-112.1570123,Estrella,3875.209583
40131125141,6174467,14342,33.4000814,-112.1839314,Laveen,1525.741668
40131125134,1298413,0,33.4154128,-112.190849,Estrella,320.8443444
40131131002,939593,0,33.45503,-112.071442,Central City,232.1781283
40131130002,628572,0,33.4622126,-112.0694852,Central City,155.3232841
40130820021,1184986,7483,33.5032283,-112.2811413,Maryvale,292.8159655
40130820022,744067,12237,33.4986265,-112.276458,Maryvale,183.862676
40130820023,686344,12053,33.4973044,-112.2846786,Maryvale,169.5990341
40130820071,646287,0,33.5051463,-112.2507087,Maryvale,159.7007491
40130820091,651838,0,33.4906281,-112.2508067,Maryvale,161.072429
40130820092,651840,0,33.4833645,-112.2508262,Maryvale,161.0729232
40131165001,648282,0,33.3886236,-112.0776325,South Mountain,160.1937236
40131157001,1279731,0,33.3994638,-112.0862416,South Mountain,316.2279288
40131157002,653721,0,33.4031623,-112.0949317,South Mountain,161.5377277
40131166022,1294048,0,33.3813456,-112.0905365,South Mountain,319.765731
40131167252,292546,0,33.298795,-112.0579412,Ahwatukee Foothills,72.28957933
40131167251,863045,0,33.2943468,-112.0559165,Ahwatukee Foothills,213.2627347
40131167211,688721,0,33.308453,-112.022343,Ahwatukee Foothills,170.1864027
40131040002,639313,0,33.6072345,-112.1208946,North Mountain,157.9774389
40131042253,601801,0,33.6357259,-112.1643613,Deer Valley,148.7080361
40131041004,774733,0,33.621645,-112.1287553,North Mountain,191.440398
40131071012,640733,0,33.5203441,-112.1385429,Alhambra,158.328328
40131041001,490746,0,33.6217149,-112.1203092,North Mountain,121.2657903
40131167132,657761,0,33.292905,-112.0015393,Ahwatukee Foothills,162.5360319
40131045021,361959,0,33.5779505,-112.0841836,North Mountain,89.4418787
40131113004,657564,0,33.4730703,-111.9803392,Camelback East,162.4873522
40131152003,5323633,49697,33.4158506,-111.9982927,South Mountain,1315.496332
40131114011,661859,0,33.4767926,-112.0085561,Camelback East,163.5486682
40131114021,656479,0,33.4767657,-111.9998648,Camelback East,162.2192433
40131159001,1280713,0,33.4031813,-112.0558871,South Mountain,316.4705859
40131112011,161289,0,33.4791329,-111.9652639,Camelback East,39.85531835
40131032171,622395,0,33.6375824,-111.9498392,Paradise Valley,153.7969165
40131042181,783384,0,33.6139701,-112.1566567,North Mountain,193.5781033
40136181001,1411174,14534,33.6447081,-112.1606478,Deer Valley,348.7081513
40136167001,1053984,0,33.660256,-112.0697878,Deer Valley,260.4447163
40136163001,2683263,3539,33.6637617,-112.1458693,Deer Valley,663.0477036
40136147003,344042,0,33.6725493,-112.1065117,Deer Valley,85.01449841
40136146003,497940,0,33.6732983,-112.1244529,Deer Valley,123.0434637
40136133002,13006870,6242,33.7071995,-111.9984215,Desert View,3214.062611
40136126002,660967,0,33.7612698,-111.9920578,Desert View,163.3282505
40136125002,2950347,0,33.7951425,-111.987841,Desert View,729.0454954
40131125133,1311236,0,33.4154916,-112.1996133,Estrella,324.0129718
40131125132,4036869,0,33.429945,-112.182887,Estrella,997.5305142
40131125131,1121795,0,33.4291106,-112.1996688,Estrella,277.2011535
40131125121,11698869,4914,33.4481698,-112.1749698,Estrella,2890.849024
40131125113,1289706,0,33.4156676,-112.2083675,Estrella,318.6928011
40131125112,1278286,0,33.4156891,-112.2169828,Estrella,315.870862
40131125111,8488190,4629,33.4062749,-112.2234115,Estrella,2097.47419
40131125102,7765350,0,33.439747,-112.218207,Estrella,1918.856812
40130820101,480329,0,33.4916043,-112.2420613,Maryvale,118.6916975
40130820102,817539,0,33.4843594,-112.2421651,Maryvale,202.0179746
40130820121,863953,0,33.4970619,-112.2960191,Maryvale,213.4871061
40131167281,1055062,0,33.3119642,-112.0584319,Ahwatukee Foothills,260.7110955
40131167253,1667329,0,33.3014398,-112.0448253,Ahwatukee Foothills,412.0053325
40131167272,1197515,0,33.303923,-112.06374,Ahwatukee Foothills,295.9119441
40131042061,617669,10858,33.5755033,-112.1422598,North Mountain,152.6290982
40131100021,609267,4612,33.4901746,-112.1652886,Maryvale,150.552922
40131115011,701866,6107,33.4685018,-112.0256724,Encanto,173.4345979
40131116022,641924,0,33.4693416,-112.0433219,Encanto,158.62263
40131116012,654728,0,33.4694107,-112.0345937,Encanto,161.7865624
40131033031,1268006,0,33.6330611,-112.0004652,Paradise Valley,313.3306226
40131133001,1280420,0,33.46222,-112.0389201,Central City,316.3981841
40131045023,617622,0,33.5784771,-112.0954194,North Mountain,152.6174843
40131116023,414771,0,33.4752217,-112.0432847,Encanto,102.491988
40131117001,650026,0,33.4765948,-112.0519933,Encanto,160.6246747
40131116021,247410,0,33.4788873,-112.0432114,Encanto,61.13624805
40131080002,2032462,5594,33.4956954,-111.9511396,Camelback East,502.2315225
40131032112,1302778,0,33.6189061,-111.9822,Paradise Valley,321.9229577
40131167121,1919091,0,33.2992068,-111.979021,Ahwatukee Foothills,474.2169816
40136118003,597735,0,33.7019689,-112.1388266,Deer Valley,147.7033072
40136117002,2613243,0,33.7052555,-112.1697768,Deer Valley,645.7454115
40136100001,251992064,3844284,33.9349292,-112.1668253,Rio Vista,62268.49897
40131167331,65594545,3761,33.3404521,-112.0749149,Ahwatukee Foothills,16208.74004
40131167322,597030,0,33.3575623,-112.0831848,South Mountain,147.5290982
40131167321,6049438,0,33.3542134,-112.1050699,South Mountain,1494.846377
40131167311,2278207,0,33.2973255,-112.103144,Ahwatukee Foothills,562.9563407
40131167301,4465664,750,33.299769,-112.1235074,Ahwatukee Foothills,1103.487903
40131167293,1618901,0,33.3185089,-112.0186406,Ahwatukee Foothills,400.0385316
40131125101,2524662,0,33.4300366,-112.2297635,Estrella,623.8566035
40131125093,582618,0,33.4641139,-112.2119187,Maryvale,143.9678209
40131125091,1291674,0,33.4726333,-112.2335235,Maryvale,319.1791038
40131125072,296825,0,33.4643373,-112.1820244,Maryvale,73.34694163
40131125055,281950,0,33.4642229,-112.1992473,Maryvale,69.67125475
40131125034,650458,0,33.4693577,-112.2163088,Maryvale,160.7314241
40131125023,301058,0,33.4715218,-112.1905751,Maryvale,74.39293709
40131124023,340175,0,33.4678878,-112.1734536,Maryvale,84.05894338
40131123025,346883,0,33.4750056,-112.1563511,Maryvale,85.71652372
40131067021,649356,0,33.5348013,-112.0867781,Alhambra,160.4591144
40131065023,326278,0,33.5255375,-112.0518538,Camelback East,80.62492519
40131065022,657167,0,33.5346052,-112.0518723,Camelback East,162.3892515
40131065012,655452,0,33.5273579,-112.0606151,Camelback East,161.9654665
40131065011,658224,0,33.5346238,-112.0606556,Camelback East,162.6504415
40131060021,620198,0,33.5494866,-112.1081234,Alhambra,153.2540268
